specfile,id,OBJECT,cgm_name,gal_ra,gal_dec,z,OII_flux,OII_flux_sig,OII_LQ,Hbeta_flux,Hbeta_flux_sig,Hbeta_LQ,OIII_flux,OIII_flux_sig,OIII_LQ,Halpha_flux,Halpha_flux_sig,Halpha_LQ,NII_flux,NII_flux_sig,NII_LQ,SIIa_flux,SIIa_flux_sig,SIIa_LQ,SIIb_flux,SIIb_flux_sig,SIIb_LQ,Comment
J084350.46+411623.5.fits,J084350.46+411623.5._04,J0843+4117,J0843+4117_172_79,130.9602509,41.27318954,0.5902814,8.43E-17,2.44E-18,1,3.66E-17,1.06E-18,1,3.02E-17,1.30E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084350.86+411548.0.fits,J084350.86+411548.0._06,J0843+4117,J0843+4117_172_115,130.9619293,41.26332092,0.6232477,3.44E-17,2.14E-18,1,1.16E-17,9.98E-19,1,2.35E-17,5.82E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084350.88+411907.1.fits,J084350.88+411907.1._05,J0843+4117,J0843+4117_10_87,130.9620056,41.31864929,0.4546481,2.12E-16,6.52E-18,1,1.64E-16,2.74E-18,1,7.39E-17,2.76E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084351.67+411625.0.fits,J084351.67+411625.0._05,J0843+4117,J0843+4117_162_80,130.9652863,41.27362061,0.4795431,3.45E-17,2.07E-18,0,6.97E-18,5.40E-19,1,6.24E-18,9.23E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084351.71+411550.0.fits,J084351.71+411550.0._05,J0843+4117,J0843+4117_167_114,130.9654388,41.26388168,0.6673191,3.25E-16,2.80E-18,1,9.00E-17,1.25E-18,1,2.97E-16,2.89E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084351.80+411547.2.fits,J084351.80+411547.2._04,J0843+4117,J0843+4117_167_117,130.9658356,41.26311111,0.668096,6.20E-17,1.53E-18,1,8.85E-18,5.76E-19,1,3.00E-17,1.48E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084352.49+411825.8.fits,J084352.49+411825.8._04,J0843+4117,J0843+4117_37_56,130.9687042,41.3071785,0.5786189,6.31E-17,4.36E-18,1,1.31E-17,8.46E-19,0,1.14E-17,1.05E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084352.97+411835.5.fits,J084352.97+411835.5._06,J0843+4117,J0843+4117_36_67,130.9707184,41.30986023,0.285246,5.59E-17,6.33E-18,0,2.71E-17,1.08E-18,1,6.45E-17,1.13E-18,1,5.97E-17,1.05E-18,1,2.97E-18,4.97E-19,1,8.42E-18,5.80E-19,1,5.93E-18,4.90E-19,1,
J084352.98+411626.9.fits,J084352.98+411626.9._06,J0843+4117,J0843+4117_152_84,130.9707336,41.2741394,0.8084372,5.72E-17,9.94E-19,1,2.14E-17,7.84E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084353.07+411815.4.fits,J084353.07+411815.4._05,J0843+4117,J0843+4117_50_53,130.9711151,41.3042717,0.8896497,1.79E-17,1.25E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084353.55+411812.7.fits,J084353.55+411812.7._04,J0843+4117,J0843+4117_56_55,130.9731293,41.30353165,0.5820875,1.88E-16,4.03E-18,1,1.12E-16,1.57E-18,1,8.28E-17,2.30E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084353.87+411702.1.fits,J084353.87+411702.1._05,J0843+4117,J0843+4117_129_63,130.974472,41.28392029,0.8070989,3.14E-16,2.94E-18,1,9.14E-17,2.10E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084353.88+411914.4.fits,J084353.88+411914.4._04,J0843+4117,J0843+4117_28_105,130.9745178,41.32067108,0.5398155,2.62E-17,2.98E-18,1,1.94E-17,1.02E-18,1,3.15E-17,1.41E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084353.98+411917.1.fits,J084353.98+411917.1._06,J0843+4117,J0843+4117_28_108,130.9749146,41.32141113,0.8074673,4.93E-17,1.26E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084354.01+411632.3.fits,J084354.01+411632.3._06,J0843+4117,J0843+4117_144_86,130.9750214,41.27563095,0.3041141,1.78E-16,7.03E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084354.06+411701.4.fits,J084354.06+411701.4._04,J0843+4117,J0843+4117_128_65,130.9752502,41.28372955,0.8061454,1.78E-16,1.30E-18,1,5.80E-17,2.06E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084354.23+411835.4.fits,J084354.23+411835.4._05,J0843+4117,J0843+4117_45_76,130.9759369,41.30982971,0.6370528,3.99E-17,2.28E-18,1,2.45E-17,1.60E-18,1,9.20E-18,6.85E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084354.25+411631.2.fits,J084354.25+411631.2._05,J0843+4117,J0843+4117_143_89,130.9760437,41.27532959,0.807844,8.72E-17,1.90E-18,1,5.40E-17,2.07E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084354.53+411655.1.fits,J084354.53+411655.1._04,J0843+4117,J0843+4117_129_73,130.9772186,41.28197861,0.5928518,9.76E-17,3.18E-18,1,6.66E-17,1.55E-18,1,7.28E-17,1.46E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084355.09+411542.2.fits,J084355.09+411542.2._06,J0843+4117,J0843+4117_152_135,130.979538,41.26171112,0.3022781,3.41E-17,7.04E-18,1,2.13E-17,1.92E-18,1,2.24E-17,1.36E-18,1,2.94E-17,9.15E-19,1,5.92E-18,6.73E-19,1,-99,-99,-99,-99,-99,-99,
J084355.19+411819.9.fits,J084355.19+411819.9._04,J0843+4117,J0843+4117_59_75,130.97995,41.30553818,0.29873,4.50E-17,9.42E-18,1,4.53E-17,2.68E-18,1,3.19E-17,2.11E-18,1,1.23E-16,1.32E-18,1,2.87E-17,1.40E-18,1,-99,-99,-99,-99,-99,-99,
J084355.59+411534.3.fits,J084355.59+411534.3._05,J0843+4117,J0843+4117_152_145,130.9816284,41.25952911,0.749697,1.06E-16,1.95E-18,1,3.17E-17,1.32E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084355.71+411646.7.fits,J084355.71+411646.7._04,J0843+4117,J0843+4117_128_89,130.982132,41.27962875,0.6371384,2.53E-17,1.97E-18,1,1.69E-17,1.42E-18,1,5.60E-18,6.19E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084355.89+411844.2.fits,J084355.89+411844.2._04,J0843+4117,J0843+4117_49_95,130.9828644,41.31227875,0.8608547,1.62E-16,1.72E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084357.17+411856.3.fits,J084357.17+411856.3._05,J0843+4117,J0843+4117_49_114,130.988205,41.31565094,0.4240533,9.91E-17,4.70E-18,1,6.41E-17,1.94E-18,1,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084357.22+411759.5.fits,J084357.22+411759.5._05,J0843+4117,J0843+4117_78_89,130.9884033,41.29985809,0.4553303,1.78E-16,5.73E-18,1,1.03E-16,2.01E-18,1,7.71E-17,2.04E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084357.34+411958.1.fits,J084357.34+411958.1._06,J0843+4117,J0843+4117_33_163,130.9889221,41.33280182,0.5910976,7.66E-17,2.87E-18,1,2.20E-17,8.11E-19,1,9.50E-17,1.50E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084358.24+411557.5.fits,J084358.24+411557.5._06,J0843+4117,J0843+4117_137_143,130.9926605,41.26596069,0.5012975,5.20E-17,3.22E-18,1,2.26E-17,1.21E-18,1,6.69E-17,1.25E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084358.82+411640.5.fits,J084358.82+411640.5._04,J0843+4117,J0843+4117_120_122,130.9950714,41.27790833,0.592164,1.22E-16,3.38E-18,1,7.09E-17,1.54E-18,1,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084359.06+411556.0.fits,J084359.06+411556.0._05,J0843+4117,J0843+4117_134_151,130.9960785,41.26554871,0.3902713,1.09E-16,5.86E-18,1,6.15E-17,1.55E-18,1,2.22E-16,2.51E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J084359.14+411851.6.fits,J084359.14+411851.6._06,J0843+4117,J0843+4117_57_129,130.9964142,41.31433105,0.0853825,-9.90E+01,-99,-99,-99,-99,-99,-99,-99,-99,2.83E-17,9.41E-19,1,-99,-99,-99,3.71E-18,5.83E-19,1,3.24E-18,4.42E-19,1,
J084400.05+411934.5.fits,J084400.05+411934.5._06,J0843+4117,J0843+4117_46_164,131.0001984,41.32625961,0.194725,-9.90E+01,-9.90E+01,-99,2.58E-17,2.15E-18,1,4.48E-17,1.93E-18,1,5.04E-17,9.27E-19,1,-99,-99,-99,9.68E-18,1.01E-18,1,4.70E-18,4.82E-19,1,
J084400.09+411640.9.fits,J084400.09+411640.9._05,J0843+4117,J0843+4117_117_134,131.0003967,41.2780304,0.591095,1.21E-16,3.38E-18,1,2.98E-17,1.11E-18,1,4.95E-17,1.84E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091429.78+282445.4.fits,J091429.78+282445.4._03,J0914+2823,J0914+2823_298_159,138.6240845,28.4126091,0.6962556,2.26E-17,1.94E-18,1,5.65E-18,8.16E-19,1,3.83E-18,9.80E-19,1,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091430.96+282122.5.fits,J091430.96+282122.5._03,J0914+2823,J0914+2823_224_179,138.6290131,28.3562603,0.218071,-9.90E+01,-9.90E+01,-99,1.65E-17,3.35E-18,1,8.72E-18,2.58E-18,1,2.54E-16,3.22E-18,1,1.01E-16,2.79E-18,1,1.60E-17,1.81E-18,1,8.38E-18,5.46E-19,1,
J091431.67+282134.4.fits,J091431.67+282134.4._02,J0914+2823,J0914+2823_225_164,138.6319733,28.35955048,0.4528309,8.52E-17,5.22E-18,1,-99,-99,-99,5.13E-18,1.33E-18,1,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091432.11+282103.7.fits,J091432.11+282103.7._03,J0914+2823,J0914+2823_217_183,138.6337891,28.35102081,0.179274,-99,-99,-99,1.88E-17,3.06E-18,1,1.23E-16,6.98E-18,1,8.99E-17,3.17E-18,1,9.52E-18,2.14E-18,1,6.05E-18,2.09E-18,1,4.52E-18,9.14E-19,1,
J091432.83+282116.9.fits,J091432.83+282116.9._01,J0914+2823,J0914+2823_217_167,138.6368103,28.35469055,0.727,2.90E-17,2.70E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091432.95+282157.9.fits,J091432.95+282157.9._01,J0914+2823,J0914+2823_227_135,138.6372986,28.36607933,0.3838043,1.55E-17,3.25E-18,1,6.98E-18,7.15E-19,1,1.73E-17,8.16E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091433.31+282254.8.fits,J091433.31+282254.8._02,J0914+2823,J0914+2823_249_100,138.6388092,28.38187981,0.6323515,2.36E-17,1.90E-18,1,9.40E-18,9.99E-19,1,3.81E-18,4.88E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091433.37+282445.3.fits,J091433.37+282445.3._03,J0914+2823,J0914+2823_309_119,138.6390533,28.41258049,0.6464829,1.48E-17,1.45E-18,1,7.02E-18,8.51E-19,1,2.03E-17,7.55E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091433.41+282402.1.fits,J091433.41+282402.1._02,J0914+2823,J0914+2823_289_97,138.6392059,28.4005909,0.563741,1.36E-17,2.00E-18,1,-9.90E+01,-9.90E+01,-99,1.60E-17,1.41E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091433.45+282403.1.fits,J091433.45+282403.1._03,J0914+2823,J0914+2823_290_97,138.6393585,28.4008503,0.5639176,4.88E-17,2.65E-18,1,3.13E-18,5.08E-19,1,3.83E-17,1.03E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091435.27+282434.8.fits,J091435.27+282434.8._01,J0914+2823,J0914+2823_314_93,138.6469421,28.40967941,0.2895963,-9.90E+01,-9.90E+01,-99,3.30E-17,1.92E-18,1,2.99E-17,1.54E-18,1,3.37E-17,1.20E-18,1,6.28E-18,7.76E-19,1,4.04E-18,7.78E-19,1,8.21E-18,8.29E-19,1,
J091435.33+282058.7.fits,J091435.33+282058.7._02,J0914+2823,J0914+2823_204_166,138.6472168,28.34964943,0.69764,2.24E-17,2.05E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091435.68+282229.9.fits,J091435.68+282229.9._01,J0914+2823,J0914+2823_226_87,138.6486511,28.37496948,0.5101047,4.89E-17,7.56E-18,1,4.11E-17,3.62E-18,1,1.71E-17,1.55E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091436.16+282334.9.fits,J091436.16+282334.9._02,J0914+2823,J0914+2823_274_56,138.6506653,28.39302063,0.6008387,1.90E-16,3.75E-18,1,7.56E-17,1.57E-18,1,2.56E-16,1.87E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091436.21+282335.1.fits,J091436.21+282335.1._03,J0914+2823,J0914+2823_275_55,138.6508789,28.39307976,0.6007349,1.17E-16,3.09E-18,1,7.24E-17,1.45E-18,1,2.13E-16,2.38E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091436.36+282158.8.fits,J091436.36+282158.8._02,J0914+2823,J0914+2823_210_106,138.651474,28.36632919,0.4995857,2.08E-17,2.99E-18,1,1.52E-17,1.23E-18,1,2.89E-18,7.93E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091436.73+282129.8.fits,J091436.73+282129.8._03,J0914+2823,J0914+2823_202_130,138.6530304,28.35828018,0.5236107,2.03E-17,2.95E-18,1,1.43E-17,1.43E-18,1,1.85E-17,1.00E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091437.68+282304.8.fits,J091437.68+282304.8._02,J0914+2823,J0914+2823_234_44,138.6569824,28.38467979,0.5993769,4.79E-17,2.42E-18,1,2.39E-17,8.02E-19,1,2.08E-17,8.64E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091437.97+282259.0.fits,J091437.97+282259.0._03,J0914+2823,J0914+2823_225_45,138.6582184,28.38306046,0.6478769,2.29E-17,2.08E-18,1,1.54E-17,8.70E-19,1,1.57E-17,6.75E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091438.41+282257.4.fits,J091438.41+282257.4._03,J0914+2823,J0914+2823_218_42,138.6600342,28.38261032,0.6317785,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,E type
J091438.52+282223.4.fits,J091438.52+282223.4._01,J0914+2823,J0914+2823_200_72,138.6604919,28.37317085,0.0576563,-99,-9.90E+01,-99,-99,-99,-99,3.69E-17,4.67E-18,1,1.25E-16,2.47E-18,1,-99,-99,1,7.51E-18,1.19E-18,1,5.90E-18,8.36E-19,1,
J091439.17+282432.8.fits,J091439.17+282432.8._01,J0914+2823,J0914+2823_345_64,138.663208,28.40912056,0.6781503,5.26E-17,2.37E-18,1,1.25E-17,5.65E-19,1,1.36E-17,9.14E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091441.18+282517.4.fits,J091441.18+282517.4._02,J0914+2823,J0914+2823_6_107,138.6715698,28.42149925,0.4028481,-99,-99,1,3.02E-17,1.04E-18,1,6.17E-17,1.16E-18,1,3.97E-17,6.47E-19,1,5.05E-18,2.62E-19,1,3.64E-18,7.57E-19,1,-99,-99,-99,
J091441.24+282515.1.fits,J091441.24+282515.1._03,J0914+2823,J0914+2823_6_105,138.6718445,28.42085075,0.4030309,-99,-99,1,4.17E-17,1.29E-18,1,2.73E-17,9.49E-19,1,5.93E-17,7.58E-19,1,1.49E-17,4.18E-19,1,1.35E-17,1.01E-18,1,6.71E-18,1.12E-18,1,
J091441.64+282559.5.fits,J091441.64+282559.5._01,J0914+2823,J0914+2823_6_150,138.6734772,28.43318939,0.4792824,-99,-99,-99,2.17E-17,1.04E-18,1,5.45E-17,1.40E-18,1,4.07E-17,1.44E-18,1,4.49E-18,7.92E-19,1,2.24E-18,6.55E-19,1,3.37E-18,8.87E-19,1,
J091442.18+282451.0.fits,J091442.18+282451.0._02,J0914+2823,J0914+2823_16_84,138.6757355,28.41416931,0.2282073,-99,-99,-99,6.95E-17,4.66E-18,1,-99,-99,-99,3.12E-16,3.60E-18,1,1.20E-16,2.84E-18,1,3.79E-17,1.86E-18,1,2.70E-17,1.64E-18,1,
J091442.85+282231.7.fits,J091442.85+282231.7._01,J0914+2823,J0914+2823_151_67,138.6785278,28.37545967,0.3083012,3.94E-17,9.16E-18,1,3.07E-18,3.54E-18,1,7.21E-17,2.34E-18,1,5.66E-17,1.12E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091443.73+282159.6.fits,J091443.73+282159.6._01,J0914+2823,J0914+2823_154_101,138.6822205,28.36655998,0.5995515,5.48E-17,3.27E-18,1,1.09E-17,1.25E-18,1,2.91E-17,1.47E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091445.47+282307.1.fits,J091445.47+282307.1._01,J0914+2823,J0914+2823_109_71,138.6894531,28.38530922,0.3111439,-99,-99,-99,1.87E-17,2.82E-18,1,6.16E-17,2.60E-18,1,4.14E-17,1.77E-18,1,5.14E-18,2.34E-18,1,4.35E-18,1.15E-18,1,2.59E-17,3.81E-18,1,
J091446.58+282503.4.fits,J091446.58+282503.4._02,J0914+2823,J0914+2823_41_124,138.6940765,28.41761971,0.2265092,-99,-99,-99,8.28E-17,5.95E-18,1,4.65E-17,3.92E-18,1,3.12E-16,3.04E-18,1,1.43E-16,2.32E-18,1,6.11E-17,1.92E-18,1,4.19E-17,1.63E-18,1,
J091446.65+282534.2.fits,J091446.65+282534.2._01,J0914+2823,J0914+2823_34_149,138.6943817,28.42616081,0.3123893,-99,-99,-99,3.21E-17,2.26E-18,1,4.90E-17,1.70E-18,1,3.47E-17,1.41E-18,1,1.11E-17,1.35E-18,1,6.22E-18,5.47E-19,1,1.29E-17,1.30E-18,1,
J091446.86+282238.5.fits,J091446.86+282238.5._02,J0914+2823,J0914+2823_121_100,138.6952667,28.37734985,0.5107269,4.20E-17,3.39E-18,1,2.38E-17,1.29E-18,1,1.16E-17,8.18E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091447.47+282146.8.fits,J091447.47+282146.8._03,J0914+2823,J0914+2823_138_140,138.6977844,28.36300087,0.727853,2.07E-17,1.66E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091447.83+282223.1.fits,J091447.83+282223.1._03,J0914+2823,J0914+2823_125_119,138.6992798,28.3730793,0.6967285,4.02E-17,2.10E-18,1,1.47E-17,8.22E-19,1,7.90E-18,1.49E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091448.18+282600.6.fits,J091448.18+282600.6._02,J0914+2823,J0914+2823_34_182,138.7007294,28.43350029,0.5177239,-9.90E+01,-9.90E+01,-99,2.47E-17,9.38E-19,1,3.84E-17,1.11E-18,1,1.97E-17,1.60E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091448.91+282425.5.fits,J091448.91+282425.5._01,J0914+2823,J0914+2823_64_125,138.7037811,28.40707016,0.6650901,5.10E-17,2.13E-18,1,2.84E-17,1.17E-18,1,2.01E-17,1.82E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091449.11+282415.8.fits,J091449.11+282415.8._02,J0914+2823,J0914+2823_69_124,138.7046051,28.40439987,0.2894284,-99,-99,-99,1.70E-17,1.19E-18,1,5.12E-17,1.47E-18,1,4.24E-17,1.22E-18,1,1.99E-18,4.03E-19,1,5.26E-18,5.42E-19,1,1.81E-18,1.22E-19,1,
J091449.43+282312.6.fits,J091449.43+282312.6._02,J0914+2823,J0914+2823_99_121,138.7059479,28.38684082,0.5101583,1.66E-17,3.32E-18,1,1.25E-17,1.77E-18,1,1.88E-17,1.22E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091449.65+282442.7.fits,J091449.65+282442.7._02,J0914+2823,J0914+2823_59_142,138.7068634,28.41184998,0.5093191,4.81E-17,5.26E-18,1,3.22E-17,5.07E-18,1,8.29E-17,3.02E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091451.54+282359.6.fits,J091451.54+282359.6._03,J0914+2823,J0914+2823_79_150,138.7147675,28.3998909,0.2277552,-99,-99,-99,3.85E-17,2.76E-18,1,7.84E-18,6.87E-19,1,5.82E-17,1.34E-18,1,2.41E-17,9.34E-19,1,1.88E-17,8.17E-19,1,1.41E-17,8.29E-19,1,
J091451.82+282413.0.fits,J091451.82+282413.0._03,J0914+2823,J0914+2823_74_157,138.7159271,28.40361023,0.5096899,7.64E-17,3.30E-18,1,5.97E-17,2.00E-18,1,1.62E-17,1.15E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J091452.42+282118.0.fits,J091452.42+282118.0._03,J0914+2823,J0914+2823_130_207,138.7184143,28.35500908,0.1807166,2.04E-16,2.97E-17,1,4.46E-17,3.06E-18,1,9.01E-17,3.13E-18,1,1.12E-16,1.82E-18,1,1.34E-17,1.16E-18,1,-99,-99,-99,-99,-99,-99,
J093509.78+020418.9.fits,J093509.78+020418.9._07,J0935+0204,J0935+0204_272_126,143.7907715,2.071919918,0.31734,7.68E-17,6.34E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,concerned about redshift
J093509.81+020534.9.fits,J093509.81+020534.9._08,J0935+0204,J0935+0204_302_149,143.7908783,2.093039989,0.4877234,4.31E-17,4.26E-18,1,2.56E-17,2.04E-18,1,7.67E-17,2.22E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093510.25+020630.5.fits,J093510.25+020630.5._09,J0935+0204,J0935+0204_319_180,143.7927094,2.108469963,0.2236858,-99,-99,-99,1.50E-16,4.02E-18,1,1.93E-16,3.65E-18,1,6.05E-16,3.79E-18,1,1.16E-16,2.10E-18,1,1.00E-16,1.95E-18,1,6.98E-17,1.30E-18,1,
J093511.57+020607.5.fits,J093511.57+020607.5._09,J0935+0204,J0935+0204_318_150,143.7981873,2.102089882,0.5392601,1.13E-16,4.82E-18,1,4.67E-17,2.20E-18,1,1.30E-16,2.49E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093511.63+020440.4.fits,J093511.63+020440.4._07,J0935+0204,J0935+0204_284_101,143.7984772,2.077899933,0.2269635,-99,-99,-99,-99,-99,-99,3.58E-17,3.60E-18,1,4.68E-17,1.55E-18,1,1.27E-17,1.47E-18,1,9.66E-18,1.24E-18,1,7.66E-18,1.21E-18,1,
J093512.06+020614.7.fits,J093512.06+020614.7._09,J0935+0204,J0935+0204_322_151,143.8002472,2.104079962,0.5390927,9.56E-17,3.63E-18,1,5.65E-17,2.33E-18,1,4.98E-16,2.62E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093512.82+020542.9.fits,J093512.82+020542.9._07,J0935+0204,J0935+0204_317_119,143.8034058,2.095259905,0.2267267,-99,-99,-99,1.35E-16,4.89E-18,1,1.23E-16,3.42E-18,1,3.91E-16,2.99E-18,1,7.42E-17,2.06E-18,1,6.76E-17,1.77E-18,1,4.47E-17,2.18E-18,1,
J093512.98+020525.1.fits,J093512.98+020525.1._07,J0935+0204,J0935+0204_312_105,143.8040771,2.090310097,0.4655281,2.75E-16,5.14E-18,1,1.33E-16,2.50E-18,1,3.07E-16,3.37E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093514.06+020302.8.fits,J093514.06+020302.8._07,J0935+0204,J0935+0204_220_95,143.8085938,2.050790071,0.2256141,-99,-99,-99,4.27E-17,4.84E-18,1,1.45E-17,5.07E-18,1,2.08E-16,4.05E-18,1,9.28E-17,4.60E-18,1,1.72E-17,2.70E-18,1,2.85E-17,1.79E-18,1,
J093514.12+020407.8.fits,J093514.12+020407.8._07,J0935+0204,J0935+0204_263_61,143.8088531,2.068830013,0.2328023,4.60E-17,1.30E-17,1,5.80E-17,3.29E-18,1,6.99E-17,3.00E-18,1,1.24E-16,1.43E-18,1,1.80E-17,1.06E-18,1,1.93E-17,1.83E-18,1,1.94E-17,1.99E-18,1,
J093514.43+020458.4.fits,J093514.43+020458.4._08,J0935+0204,J0935+0204_307_71,143.8101044,2.082890034,0.3495139,4.72E-17,6.51E-18,1,4.83E-17,3.48E-18,1,3.05E-17,2.09E-18,1,8.75E-17,1.41E-18,1,2.47E-17,2.05E-18,1,2.27E-17,1.16E-18,1,6.94E-18,8.14E-19,1,
J093514.66+020523.2.fits,J093514.66+020523.2._07,J0935+0204,J0935+0204_322_86,143.8110657,2.089780092,0.22557,-99,-99,-99,6.81E-17,3.54E-18,1,5.06E-17,2.59E-18,1,-99,-99,2,1.90E-17,2.26E-18,1,-99,-99,-99,-99,-99,-99,
J093515.02+020225.4.fits,J093515.02+020225.4._09,J0935+0204,J0935+0204_203_120,143.812561,2.040400028,0.1317661,-99,-99,-99,7.56E-17,2.80E-18,1,1.85E-16,3.35E-18,1,2.00E-16,1.73E-18,1,1.52E-17,9.81E-19,1,-99,-99,-99,1.25E-17,1.06E-18,1,
J093515.35+020302.7.fits,J093515.35+020302.7._07,J0935+0204,J0935+0204_210_84,143.8139496,2.050740004,0.1252984,-99,-99,-99,1.18E-16,8.71E-18,1,-99,-99,-99,1.24E-16,3.00E-18,1,4.93E-17,3.12E-18,1,3.33E-17,2.45E-18,1,2.67E-17,2.70E-18,1,
J093515.64+020230.7.fits,J093515.64+020230.7._08,J0935+0204,J0935+0204_200_112,143.8151855,2.04185009,0.5194963,-9.90E+01,-99,-99,6.83E-17,1.94E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
